English,Indonesia
"The Deposit Insurance Agency LPS has raised its deposit insurance rate LPS Rate by 50 basis points to 9.25 percent for the Sept 15 , 2008 - January 14 , 2009 period in anticipation of a rise in lending rates .","Lembaga Penjamin Simpanan LPS menaikkan suku bunga penjaminan simpanan LPS rate sebesar 50 basis poin bps untuk periode 15 September hingga 14 Januari 2009 menjadi 9,25 persen untuk mengantisipasi kenaikan suku bunga perbankan ke depan ."
"LPS rate on foreign currency-denominated deposits remained unchanged at 3.50 percent , LPS Executive Chief Firdaus Djaelani said here on Thursday .","Kepala Eksekutif LPS Firdaus Djaelani di Jakarta , Kamis , mengatakan suku bunga simpanan untuk dalam bentuk valuta asing dipertahankan pada 3,50 persen ."
"The reason behind the decision is that banks will raise their lending rates in the next few months in response to relatively tight liquidity funds in the market , he said .","Alasan yang mendasari keputusan tersebut adalah bahwa dalam beberapa bulan ke depan tingkat bunga yang ditawarkan oleh bank akan naik seiring dengan relatif ketatnya likuiditas di pasar , katanya ."
"The decision to raise the LPS rate was also designed to anticipate the stubbornly high inflation rates during the Ramadhan fasting month , Lebaran post-fasting month festivities and New Year festivities , he said .","Ia menambahkan penyesuaian tersebut juga untuk mengantisipasi indikasi ekspektasi tingkat inflasi yang masih tinggi berkenaan dengan datangnya Ramadhan , lebaran dan tahun baru ."
"The deposit insurance rate on deposits in smallholder credit banks was set at 12.75 percent , he said .","Sedangkan suku bunga penjaminan untuk simpanan di bank perkreditan rakyat ditetapkan sebesar 12,75 persen ."
"Last week , Bank Indonesia the central bank / BI raised its benchmark interest rate to 9.25 percent in response to the expected high inflation rates in the next few months .","Pada pekan lalu Bank Indonesia telah menaikkan suku bunga acuan BI rate menjadi 9,25 persen mengingat tingginya ekspektasi inflasi dari sisi permintaan secara agregat ."
The increase in LPS rate was the biggest the agency had ever decided .,"Kenaikan sebesar 50 basis point ini merupakan kenaikan terbesar yang pernah diputuskan oleh LPS setelah pada Agustus 2008 , LPS menahan suku bunga pada level sebelumnya 8,75 persen ."
The on-year inflation rate reached 11.85 percent in August 2008. BI has set the inflation rate target at 11.5-12.5 percent for this year and 6.5-7.5 percent for next year .,"Inflasi pada Agustus 2008 tercatat 11,85 persen secara year on year sedangkan target BI adalah 11,5 persen hingga 12,5 persen pada akhir tahun dan 6,5 persen hingga 7,5 persen pada 2009 ."
The government plans to cut the amount of state bonds SUN to be issued this year by Rp15 trillion due to current tight market liquidity .,Pemerintah akan memangkas jumlah penerbitan surat utang negara SUN tahun 2008 sebesar Rp15 triliun menyusul ketatnya likuiditas pasar saat ini .
The situation had more or less created uncertainty for market players and put the developing countries' market into an unfavorable position because investors tended to liquidate their position in these countries to offset their loss in other places and move to other safer instruments US bonds or cash money .,Dalam keadaan seperti itu posisi pasar negara berkembang menjadi kurang beruntung karena pemodal besar cenderung melikuidasi posisinya di negara berkembang untuk menutupi kerugiannya di tempat lain serta berpindah ke instrumen yang dianggap lebih aman surat utang di AS atau bentuk kas .
"As a result of the situation , liquidity in the financial market in various countries including Indonesia was tight .",Akibatnya likuiditas di pasar keuangan di berbagai negara termasuk Indonesia menjadi langka .
"In the case of Indonesia , the country's growing economy was now needing bigger liquidity and therefore the situation was also affecting liquidity in the national stock market and banking , he said .","Di Indonesia , pada saat bersamaan pertumbuhan ekonomi yang tinggi membutuhkan likuiditas yang lebih besar pula dan pada akhirnya berpengaruh terhadap likuiditas di pasar saham dan perbankan nasional ."
"He said in macro-economic terms liquidity condition and its prospect in Indonesia were still maintained in the current global market and domestic financial market fluctuations that brought an impact on the development of share price index , state bond market and the rupiah currency .","Menurut Depkeu , secara makro keadaan dan prospek likuiditas Indonesia tetap terjaga di tengah gejolak pasar global dan pasar keuangan domestik yang telah membawa dampak kepada perkembangan indeks harga saham , pasar SUN , maupun rupiah ."
He said the liquidity maintainance was demonstrated in the implementation in the national state budget plan until August this year in which realization of state revenues especially from taxes had shown an increase of 46 percent so that the state's income had reached 68 percent of the target .,Terjaganya likuiditas ditandai dengan gambaran APBN hingga Agustus 2008 di mana realisasi pendapatan negara khususnya penerimaan pajak naik sebesar 46 persen sehingga total penerimaan negara mencapai 68 persen dari target .
On the expenditure side the target indeed has not been met .,Pada posisi belanja negara memang belum mencapai target .
However spending for fuel oil subsidy is predicted to decline following the fall of the crude price to reduce state expenditures .,Pengeluaran subsidi BBM diperkirakan berkurang karena penurunan harga minyak sehingga mengurangi pengeluaran negara .
As a result the 2008 deficit is expected to drop from formerly 2.1 percent of the gross domestic product to around 1.7 percent of the GDP .,"Akibatnya defisit 2008 diperkirakan turun dari semula 2,1 persen dari PDB menjadi sekitar 1,7 persen dari PDB ."
With the drop demand for financing through issuance of bonds will drop by Rp15 trillion which eventually reduce the government's demand for liquidity from the market .,Dengan penurunan defisit itu maka kebutuhan pembiayaan melalui penerbitan surat utang akan turun sebesar Rp15 triliun yang akhirnya mengurangi kebutuhan likuiditas pemerintah dari pasar .
He said the government believed macro-economic liquidity would remain maintained and could support economic development .,Pemerintah yakin bahwa likuiditas makro akan tetap terjaga dan dapat mendukung perkembangan perekonomian .
"However problems are also linked to micro-economic liquidity at banking levels , he said .",Namun persoalan yang dihadapi juga menyangkut likuiditas mikro di tingkat perbankan .
In view of that the government along with the central bank would take measures necessary to anticipate both micro-and macro-liquidity pressures .,Oleh karena itu pemerintah bersama BI akan mengambil langkah-langkah yang diperlukan untuk mengantisipasi tekanan likuiditas makro maupun mikro .
"Among the measures to be taken were the government will improve absorption of spending and even speed up disbursement of expenditures for certain bills , reduce issuance of state bonds , speed up revision of Government Regulation Number 1 of 2007 on fiscal incentives for industries , provision of liquidity facilities for banks by the central bank through open market operations or purchase of securities and improving the regulation for the extension of the repurchase agreement facility for easing banks to obtain additional liquidity from the central bank .","Langkah tersebut antara lain pemerintah memperbaiki penyerapan belanja bahkan mempercepat pengucuran belanja untuk reknening-rekening tertentu , mengurangi penerbitan SUN , mempercepat revisi PP 1 / 2007 tentang insentif fiskal untuk industri , penyediaan fasilitas likuiditas kepada bank oleh BI melalui operasi pasar terbuka maupun pembelian surat berharga , dan penyempurnaan aturan pemberian fasilitas repo sehingga mempermudah bank mendapat likuiditas tambahan dari BI ."
He said the government and the central bank were appealing to banks and market players to remain calm and not be provoked to engage in a price or interest rate war that would only harm the industry itself .,"Pemerintah dan BI mengimbau perbankan dan pelaku pasar tetap tenang , tidak panik , serta tidak terpancing melakukan perang harga atau suku bunga yang gilirannya akan merugikan industri itu sendiri ."
He said the government and the central bank would continue to monitor the developments from time to time and coordinate to take necessary measures to minimize loss suffered by the financial industry or the national economy .,Pemerintah dan BI akan tetap memonitor perkembangan dari waktu ke waktu dan berkoordinasi mengambil langkah-langkah yang dianggap perlu untuk meminimalkan kerugian yang dialami industri keuangan maupun perekonomian nasional .
"The government and the central bank will maintain the stability of the Indonesian financial system in facing global market fluctuations , he said .","Pemerintah dan BI akan tetap menjaga stabilitas sistem keuangan Indonesia dalam menghadapi penyesuaian terhadap gejolak pasar global , kata Samsuar Said ."
The Asian Development Bank ADP is urging Asian developing countries to structurally reform their agriculture sector to prevent food prices from resurging .,Bank Pembangunan Asia ADB mendesak negara-negara berkembang di Asia untuk melakukan reformasi struktural pada sektor pertanian untuk mencegah melonjaknya kembali harga bahan pangan .
The latest Asian Development Outlook ADO report received by ANTARA Tuesday stated the food crisis was still lingering despite declines in the prices of certain foodstuffs such as rice .,"Proyeksi Perkembangan Ekonomi Asia ADO terbaru yang diterima ANTARA , Selasa , menyatakan krisis pangan masih terus mengancam meski harga beberapa bahan pangan pokok seperti beras telah turun ."
"Demand is still higher than supply , said ADB chief economist Ifzal Ali , adding that another shock in supply would cause an increase in the prices of cereals .","Permintaan tetap lebih tinggi dari pasokan , kata Kepala Ekonom ADB Ifzal Ali ."
"The report also said various things had caused the food crisis this year when the rice price rose from 400 US dollars per ton early in the year to 1,200 US dollars per ton in May , before finally dropping again to 730 US dollars per ton last week .","Laporan tersebut menjelaskan bahwa ada banyak dan beragam pendorong utama krisis pangan dunia tahun ini , yang menyebabkan harga beras meningkat dari 400 dolar AS per ton pada awal tahun menjadi 1200 dolar AS per ton pada Mei sebelum turun menjadi 730 dolar AS per ton minggu lalu , namun masalah pasokan yang terus terjadi , menjadi kekuatan utama yang mendorong terjadinya lonjakan harga ."
The government must invest in public sector goods that support development of agricultural productivity and faciliate dissemination of clear market information among producers as well as consumers .,Pemerintah harus berinvestasi pada barang publik yang mendukung pertumbuhan produktivitas pertanian dan memungkinkan tersalurkannya informasi pasar secara jelas baik kepada produsen maupun konsumen .
"Only an increase in supply from Asian farmers can lower food prices , Ali said .","Hanya respon pasokan yang kuat dari para petani Asia yang bisa menurunkan harga pada tingkatan yang lebih baik lagi , kata Ali ."
The report also predicted foodstuff prices at least for some time to come would not drop below their 2008 level even if Asian countries invested in the agricultural sector good harvests over a period of several years were needed to rebuild the world's cereals stocks which had dropped low .,"Laporan itu memproyeksikan , harga bahan pangan tidak akan turun ke tingkatan seperti sebelum tahun 2008 , paling tidak hingga beberapa waktu ke depan karena jika negara-negara mulai berinvestasi pada sektor pertanian sekalipun , diperlukan panen yang baik selama beberapa tahun untuk bisa membangun kembali stok biji-bijian dunia yang menurun ."
